!NAME: Q1_ENTRANCE
!REGION: FULL
!OFFSET:        0.0000000000000000 (in meters)
!LENGTH:        1.5903000000000000 (canonical length in meters)
   1.000000      0.000000      0.000000      0.000000      0.000000     100000
  0.1590300      1.000000      0.000000      0.000000      0.000000     010000
   0.000000      0.000000      1.000000      0.000000      0.000000     001000
   0.000000      0.000000     0.1590300      1.000000      0.000000     000100
   0.000000      0.000000      0.000000      0.000000      1.000000     000010
   0.000000      0.000000      0.000000      0.000000    -0.7951500E-04 020000
   0.000000      0.000000      0.000000      0.000000    -0.7951500E-04 000200
   0.000000      0.000000      0.000000      0.000000     0.1987875E-10 040000
   0.000000      0.000000      0.000000      0.000000     0.3975750E-10 020200
   0.000000      0.000000      0.000000      0.000000     0.1987875E-10 000400
 ------------------------------------------------------------------------------
!NAME: Q1_MID
!REGION: FRONT
!OFFSET:        1.5903000000000000 (in meters)
!LENGTH:        0.6275333333333331 (canonical length in meters)
  0.8862114     -3.503639      0.000000      0.000000      0.000000     100000
  0.6049522E-01 0.8892309      0.000000      0.000000      0.000000     010000
   0.000000      0.000000      1.118495      3.793549      0.000000     001000
   0.000000      0.000000     0.6505702E-01  1.114710      0.000000     000100
   0.000000      0.000000      0.000000      0.000000      1.000000     000010
   0.000000      0.000000      0.000000      0.000000    -0.1326284E-03 200000
   0.000000      0.000000      0.000000      0.000000     0.1076805E-03 110000
   0.000000      0.000000      0.000000      0.000000    -0.2919481E-04 020000
   0.000000      0.000000      0.000000      0.000000    -0.1462176E-03 002000
   0.000000      0.000000      0.000000      0.000000    -0.1250898E-03 001100
  0.1114744E-02 0.3362240E-01  0.000000      0.000000      0.000000     100001
  0.2235517E-04 0.1088233E-02  0.000000      0.000000      0.000000     010001
   0.000000      0.000000    -0.1208873E-02-0.3942102E-01  0.000000     001001
   0.000000      0.000000      0.000000      0.000000    -0.3376039E-04 000200
   0.000000      0.000000    -0.2326651E-04-0.1167045E-02  0.000000     000101
  0.4199122E-05-0.3372061E-04  0.000000      0.000000      0.000000     300000
